"id","name","age","potential","body_type","value","wage"
"11061","S. Saunders","34","64","Normal","220000","2000"
"11062","A. Sarcevic","26","66","Stocky","525000","3000"
"11063","P. Zieliński","27","64","Normal","375000","1000"
"11064","F. Alastra","20","75","Normal","600000","1000"
"11065","O. Richards","19","79","Normal","875000","3000"
"11066","Y. Andia","25","67","Normal","550000","1000"
"11067","Wang Yun","35","64","Normal","190000","3000"
"11068","M. Sansores","27","65","Lean","525000","3000"
"11069","J. Martínez","24","70","Lean","450000","1000"
"11070","T. De Smet","20","75","Lean","675000","3000"
"11071","A. Obispo","19","78","Normal","875000","1000"
"11072","J. Colman","19","76","Lean","775000","1000"
"11073","A. Nef","36","64","Normal","60000","2000"
"11074","S. Lawless","27","64","Normal","375000","2000"
"11075","A. Seck","26","68","Stocky","475000","3000"
"11076","S. Saucedo","21","74","Lean","725000","2000"
"11077","R. Marchizza","20","78","Normal","900000","6000"
"11078","M. Adams","21","75","Stocky","675000","1000"
"11079","C. Orrantía","27","65","Lean","425000","4000"
"11080","B. Bellot","27","64","Lean","300000","4000"
"11081","G. Zampano","24","67","Lean","575000","1000"
"11082","R. Poole","20","75","Normal","675000","13000"
"11083","Y. Díaz","26","64","Normal","475000","1000"
"11084","T. Berni","35","64","Normal","110000","5000"
"11085","F. Nouble","26","64","Stocky","475000","4000"
"11086","T. Gebauer","36","64","Normal","60000","1000"
"11087","F. Torgnascioli","27","67","Lean","375000","1000"
"11088","A. Etemadi","31","64","Normal","270000","2000"
"11089","C. Reilly","24","67","Lean","575000","2000"
"11090","B. Rowe","29","65","Lean","350000","2000"
"11091","M. Vitzthum","26","66","Normal","450000","1000"
"11092","O. Özdemir","23","70","Normal","525000","1000"
"11093","Alberto Varo","25","70","Normal","450000","2000"
"11094","Claudio Mouria","26","64","Normal","475000","4000"
"11095","P. Staikos","22","73","Normal","600000","1000"
"11096","N. Fazzi","23","69","Normal","500000","4000"
"11097","R. Cepeda","24","71","Lean","625000","1000"
"11098","E. Zaldívar","21","74","Normal","725000","3000"
"11099","Zhu Jianrong","26","65","Normal","550000","4000"
"11100","M. Chacón","24","68","Normal","575000","2000"
"11101","S. Londoño","23","74","Lean","550000","1000"
"11102","S. Luna","30","64","Normal","325000","3000"
"11103","N. Mason","21","71","Normal","550000","2000"
"11104","S. Skytte","21","75","Stocky","775000","4000"
"11105","K. Madu","22","71","Normal","525000","3000"
"11106","G. Ruggiero","18","80","Stocky","850000","1000"
"11107","M. Legittimo","29","64","Lean","350000","1000"
"11108","F. Assmann","32","64","Normal","260000","2000"
"11109","C. Mueller","21","76","Lean","800000","1000"
"11110","Willy","29","64","Normal","450000","2000"
"11111","P. Owusu","21","72","Normal","675000","3000"
"11112","L. Diaby Fadiga","17","80","Normal","900000","4000"
"11113","H. Hansen","23","69","Normal","500000","2000"
"11114","R. Hayasaka","32","64","Lean","350000","1000"
"11115","E. Lomotey","20","76","Normal","725000","1000"
"11116","J. Marimón","19","75","Lean","650000","1000"
"11117","Jiang Tao","29","64","Normal","350000","4000"
"11118","F. Bechtholdt","24","67","Lean","475000","1000"
"11119","P. Salomon","30","64","Normal","425000","5000"
"11120","A. Fukuta","26","65","Lean","525000","1000"
"11121","A. Carleton","18","80","Normal","925000","1000"
"11122","Martínez","25","68","Lean","500000","4000"
"11123","Pablo Vázquez","23","72","Normal","575000","2000"
"11124","K. Michael","18","80","Lean","925000","3000"
"11125","Rong Hao","31","64","Lean","300000","4000"
"11126","J. Szmatuła","37","64","Normal","30000","1000"
"11127","J. Ward","22","72","Lean","675000","3000"
"11128","M. Perdijić","36","64","Stocky","60000","1000"
"11129","Z. Gordon","25","68","Normal","475000","2000"
"11130","J. Mendy","28","64","Lean","475000","2000"
"11131","T. Nishimura","21","70","Lean","625000","1000"
"11132","André Sousa","20","75","Lean","675000","1000"
"11133","J. Amon","19","79","Lean","975000","2000"
"11134","A. Parmak","23","70","Lean","625000","6000"
"11135","C. Gustafsson","31","64","Normal","375000","1000"
"11136","J. Bowery","26","65","Normal","550000","5000"
"11137","Zhao Honglue","28","64","Lean","350000","3000"
"11138","J. Arvidsson","33","64","Normal","170000","1000"
"11139","K. Abazaj","21","71","Normal","650000","4000"
"11140","Cidinho","25","69","Lean","600000","1000"
"11141","Marcelo Freitas","24","68","Lean","575000","1000"
"11142","B. Jopek","24","69","Lean","600000","1000"
"11143","A. Masuyama","21","69","Normal","600000","2000"
"11144","F. Flecker","22","72","Lean","675000","2000"
"11145","M. Zimmer","25","67","Lean","575000","1000"
"11146","K. Furuhashi","23","69","Lean","600000","2000"
"11147","M. Dembélé","21","72","Normal","675000","2000"
"11148","L. Geertruida","17","80","Normal","800000","1000"
"11149","Julen López","22","74","Normal","625000","4000"
"11150","S. Svarnas","23","72","Normal","575000","1000"
"11151","K. Bryan","21","77","Normal","775000","2000"
"11152","Joaninho Chagas","30","64","Normal","425000","4000"
"11153","P. Schmidt","19","74","Normal","725000","2000"
"11154","N. Schiappacasse","19","81","Normal","975000","5000"
"11155","L. Ainsworth","30","64","Lean","425000","3000"
"11156","M. Ellingsen","23","72","Normal","650000","2000"
"11157","S. Mamba","24","68","Stocky","600000","1000"
"11158","R. Marquez","26","65","Lean","450000","2000"
"11159","I. Çipe","23","73","Normal","525000","7000"
"11160","T. Knöll","20","75","Normal","775000","4000"
"11161","P. Prosenik","25","67","Lean","575000","5000"
"11162","E. Galekovic","37","64","Stocky","30000","1000"
"11163","L. Schnellbacher","24","69","Normal","625000","1000"
"11164","Sergio López","19","80","Lean","875000","9000"
"11165","J. Bond","25","69","Lean","425000","5000"
"11166","Q. Braat","20","75","Lean","600000","3000"
"11167","C. Romero","20","78","Normal","900000","2000"
"11168","Mairdel Sampaio","30","64","Normal","425000","4000"
"11169","A. Absalem","21","72","Lean","575000","2000"
"11170","Lee Yun Pyo","33","64","Lean","180000","1000"
"11171","H. Akpan","26","65","Normal","525000","3000"
"11172","J. Faucher","26","65","Normal","550000","2000"
"11173","P. Wiegers","28","65","Normal","375000","4000"
"11174","J. Cano","28","64","Stocky","475000","1000"
"11175","J. Cortizo","22","72","Normal","675000","2000"
"11176","P. Breitkreuz","26","65","Normal","550000","2000"
"11177","K. Rendón","25","69","Lean","600000","1000"
"11178","M. Lüftner","24","68","Lean","500000","4000"
"11179","J. Mårtensson","29","64","Lean","425000","2000"
"11180","A. Bernede","19","75","Normal","750000","6000"
"11181","R. Iio","27","64","Lean","475000","1000"
"11182","A. Zamora","26","65","Lean","450000","2000"
"11183","S. Rudol","23","69","Normal","500000","1000"
"11184","S. Tanabe","28","64","Lean","450000","3000"
"11185","J. Clarke","23","68","Lean","500000","7000"
"11186","D. Hofbauer","27","64","Normal","475000","4000"
"11187","M. Cebula","22","70","Lean","625000","1000"
"11188","K. Baccus","26","64","Lean","400000","3000"
"11189","K. Świderski","21","74","Lean","750000","2000"
"11190","Romera","30","64","Normal","325000","2000"
"11191","G. Álvarez","26","67","Normal","575000","3000"
"11192","M. Meilinger","26","64","Normal","475000","3000"
"11193","M. Wieteska","21","72","Lean","575000","2000"
"11194","Allef","23","69","Normal","625000","2000"
"11195","L. Gonnelli","25","70","Lean","525000","1000"
"11196","Y. Demoncy","22","72","Normal","575000","1000"
"11197","N. Knight-Percival","31","64","Normal","300000","3000"
"11198","R. Allen","28","64","Normal","350000","2000"
"11199","Bruno Silva","25","67","Normal","475000","1000"
"11200","D. Perić","23","69","Lean","500000","1000"
"11201","G. Martínez","29","64","Normal","450000","1000"
"11202","Cho Suk Jae","25","67","Normal","575000","2000"
"11203","J. García","29","64","Normal","350000","1000"
"11204","F. Hormazábal","22","75","Normal","775000","2000"
"11205","D. Perquis","34","64","Normal","140000","1000"
"11206","S. Piesinger","26","64","Lean","400000","3000"
"11207","F. Woodman","21","78","Lean","825000","5000"
"11208","T. Amang","20","76","Stocky","825000","2000"
"11209","H. Delbridge","26","65","Normal","450000","3000"
"11210","M. Pedersen","28","64","Stocky","375000","3000"
"11211","C. Smith","22","69","Lean","600000","2000"
"11212","C. Nielsen","24","67","Normal","575000","3000"
"11213","Z. Sanogo","21","74","Lean","750000","2000"
"11214","H. Weigelt","20","76","Lean","725000","2000"
"11215","Kim Soo Beom","27","64","Normal","375000","2000"
"11216","A. Gilliead","22","74","Lean","725000","2000"
"11217","J. Aigner","37","64","Normal","160000","3000"
"11218","P. Ceccaroni","22","70","Lean","525000","1000"
"11219","O. Aydoğan","21","69","Normal","600000","7000"
"11220","Hong Jeong Un","23","72","Normal","575000","1000"
"11221","M. Soisalo","20","75","Lean","775000","3000"
"11222","G. Loiacono","26","64","Normal","400000","1000"
"11223","J. Aguirre","21","72","Normal","575000","1000"
"11224","Tiago Marques","30","64","Normal","425000","2000"
"11225","M. Pietrowski","30","64","Normal","325000","2000"
"11226","J. Laursen","23","71","Lean","525000","3000"
"11227","A. Tanaka","30","64","Normal","425000","2000"
"11228","J. Goitia","23","71","Stocky","525000","3000"
"11229","J. Thiaré","25","69","Lean","600000","2000"
"11230","A. Monsecour","22","71","Lean","550000","3000"
"11231","D. Niepsuj","22","71","Normal","525000","1000"
"11232","F. Henríquez","23","71","Normal","625000","3000"
"11233","Lucas França","22","74","Normal","550000","2000"
"11234","F. Kastrati","26","65","Lean","550000","1000"
"11235","M. Janzer","26","65","Normal","525000","2000"
"11236","B. Uaferro","26","67","Normal","475000","1000"
"11237","M. Uhre","23","71","Normal","650000","6000"
"11238","A. Stølås","29","64","Normal","350000","1000"
"11239","S. Mallan","22","75","Normal","750000","2000"
"11240","S. Roa","22","73","Normal","600000","1000"
"11241","Cho Sung Hwan","36","64","Normal","60000","2000"
"11242","M. Heinloth","26","66","Normal","450000","1000"
"11243","K. Fisher","24","67","Normal","475000","2000"
"11244","A. Aremu","18","78","Normal","850000","1000"
"11245","A. Fein","19","79","Normal","950000","6000"
"11246","R. Bowman","26","65","Stocky","550000","2000"
"11247","N. Karger","25","67","Lean","575000","2000"
"11248","A. Cicâldău","20","77","Normal","0","0"
"11249","D. Osei Yaw","19","75","Normal","750000","3000"
"11250","M. Naderi","21","73","Normal","600000","2000"
"11251","K. Dobras","25","65","Normal","525000","3000"
"11252","I. Faraj","19","80","Lean","975000","3000"
"11253","C. Mallace","28","64","Normal","375000","2000"
"11254","D. Serna","24","69","Lean","600000","2000"
"11255","C. Nöthe","30","64","Normal","425000","4000"
"11256","J. Allansson","25","67","Lean","550000","3000"
"11257","Han Kook Young","28","64","Normal","450000","2000"
"11258","N. Tripichio","22","74","Normal","625000","2000"
"11259","A. Walkes","21","72","Stocky","575000","2000"
"11260","A. Dozzell","19","80","Lean","950000","1000"
"11261","Kim Dong Suk","31","64","Normal","375000","2000"
"11262","C. Masuda","33","64","Normal","180000","1000"
"11263","G. Kongshavn","27","65","Normal","350000","1000"
"11264","S. Neville","29","64","Lean","350000","2000"
"11265","R. Raveloson","21","72","Lean","575000","1000"
"11266","T. Kadewere","22","72","Lean","675000","2000"
"11267","T. Dieng","26","66","Normal","450000","2000"
"11268","O. Atasayar","23","72","Normal","575000","3000"
"11269","C. Tilt","26","67","Normal","475000","2000"
"11270","Álex Centelles","18","77","Lean","700000","3000"
"11271","R. Jackson","27","64","Normal","375000","3000"
"11272","V. Milke","23","72","Lean","575000","2000"
"11273","C. Rojas","32","64","Normal","260000","1000"
"11274","Steven Prieto","20","75","Normal","775000","2000"
"11275","Ko Seul Ki","32","64","Normal","260000","1000"
"11276","M. Campos","29","64","Normal","350000","1000"
"11277","G. Rivas","22","72","Normal","650000","1000"
"11278","Pep Biel","21","72","Normal","650000","2000"
"11279","D. Cornelius","20","74","Normal","0","0"
"11280","F. Darwish","26","64","Lean","375000","5000"
"11281","R. Arciero","25","69","Normal","500000","3000"
"11282","A. Pinamonti","19","80","Lean","975000","6000"
"11283","L. Luna","30","64","Normal","325000","1000"
"11284","B. Evans","33","64","Lean","180000","2000"
"11285","J. O'Sullivan","24","67","Normal","575000","2000"
"11286","P. Schorr","23","69","Lean","500000","1000"
"11287","Kim Shin","23","69","Stocky","625000","2000"
"11288","B. Touré","23","70","Lean","600000","2000"
"11289","R. Sweeney","21","72","Normal","575000","6000"
"11290","E. Zambataro","19","74","Lean","600000","1000"
"11291","N. Rasskazov","20","75","Normal","675000","1000"
"11292","F. Piovaccari","33","64","Stocky","280000","3000"
"11293","A. Lomovitskiy","20","78","Lean","1000000","1000"
"11294","Shin Kwang Hoon","31","64","Normal","300000","2000"
"11295","M. Kuttin","24","66","Normal","400000","2000"
"11296","K. Pallesen","28","64","Normal","350000","3000"
"11297","O. Álvarez","23","72","Stocky","675000","1000"
"11298","B. Straetman","20","73","Lean","700000","3000"
"11299","G. Middleton","18","84","Normal","925000","6000"
"11300","J. Eskesen","19","75","Lean","750000","2000"
"11301","Guillem Jaime","19","80","Normal","975000","13000"
"11302","R. Ranftl","26","65","Lean","525000","3000"
"11303","J. Grant","30","64","Normal","425000","3000"
"11304","M. Yıldırım","31","64","Normal","300000","3000"
"11305","M. Ingebrigtsen","21","73","Normal","700000","1000"
"11306","N. Bertocchi","29","64","Lean","425000","1000"
"11307","A. Camigliano","23","70","Normal","525000","1000"
"11308","U. Saltnes","25","67","Normal","550000","1000"
"11309","I. Harkes","23","71","Normal","625000","2000"
"11310","D. Kelly","27","65","Normal","525000","2000"
"11311","José González","22","73","Normal","675000","2000"
"11312","C. Dikamona","28","66","Normal","425000","2000"
"11313","J. Maurer","29","64","Normal","300000","2000"
"11314","A. Morgan","27","64","Lean","375000","2000"
"11315","C. Lustenberger","31","64","Normal","300000","3000"
"11316","M. Ngombo","23","71","Lean","650000","1000"
"11317","J. Ibarra","29","64","Normal","425000","2000"
"11318","F. Affolter","27","64","Lean","375000","2000"
"11319","J. Chancellor","26","68","Normal","0","0"
"11320","L. Mai","18","84","Normal","850000","5000"
"11321","P. Jerez","33","64","Lean","170000","1000"
"11322","A. Al Bishi","24","69","Normal","600000","5000"
"11323","D. Watts","21","77","Lean","875000","1000"
"11324","S. Reyes","20","78","Lean","1000000","2000"
"11325","M. Vitale","20","73","Lean","700000","2000"
"11326","M. Seegert","24","70","Normal","525000","1000"
"11327","D. Lewington","34","64","Normal","130000","3000"
"11328","Fran García","18","79","Normal","825000","9000"
"11329","G. Mebrahtu","27","64","Lean","475000","1000"
"11330","A. Ponce","21","75","Normal","0","0"
"11331","V. Screciu","18","80","Normal","850000","1000"
"11332","Mika","21","74","Lean","725000","2000"
"11333","D. Massey","30","64","Normal","325000","1000"
"11334","M. O'Hara","22","72","Lean","650000","3000"
"11335","J. Augustinsson","22","72","Normal","575000","1000"
"11336","L. Pérez","29","64","Normal","350000","3000"
"11337","Gerard Oliva","28","64","Normal","475000","2000"
"11338","J. Hamilton","24","70","Normal","450000","1000"
"11339","L. McGee","22","74","Lean","550000","2000"
"11340","T. Alfaro","25","69","Normal","500000","2000"
"11341","M. Wagner","31","64","Normal","400000","1000"
"11342","A. Awaji","28","64","Lean","450000","8000"
"11343","M. Ćosić","24","68","Normal","500000","1000"
"11344","D. McNeil","18","79","Lean","925000","5000"
"11345","P. Charruau","24","69","Normal","425000","1000"
"11346","S. Sarr","22","71","Normal","625000","1000"
"11347","T. Pearce","20","79","Lean","900000","6000"
"11348","T. Oakley-Boothe","18","81","Lean","925000","7000"
"11349","S. Ichazo","26","64","Normal","325000","6000"
