Name,Age,Potential,Body Type,Value,Wage
C. Antwi-Adjej,24,73,Normal,1200000.00,5000.00
Iván Rodríguez,22,76,Lean,1100000.00,4000.00
A. Bono,24,74,Normal,900000.00,2000.00
S. Ugarković,23,73,Lean,1000000.00,2000.00
C. Gonzalez,28,68,Normal,625000.00,1000.00
T. Pekhart,29,68,Normal,900000.00,5000.00
J. Collins,27,68,Normal,950000.00,5000.00
M. Haïdara,25,71,Normal,925000.00,4000.00
M. Al Harbi,30,68,Normal,650000.00,13000.00
B. Peacock-Farrell,21,77,Normal,1100000.00,8000.00
S. Peña,22,74,Lean,1200000.00,4000.00
K. Rüegg,19,85,Stocky,1700000.00,3000.00
Ivanildo Fernandes,22,76,Normal,1100000.00,4000.00
F. Raspentino,29,68,Lean,900000.00,4000.00
Etxeberría,23,75,Normal,1100000.00,4000.00
Helito Caldeira,34,68,Normal,250000.00,10000.00
A. Santamaría,26,71,Normal,925000.00,4000.00
S. Lowry,29,69,Normal,775000.00,3000.00
C. Connolly,20,81,Lean,1500000.00,20000.00
Pedrosa,21,76,Normal,1100000.00,2000.00
W. Kanga,20,77,Normal,1400000.00,8000.00
M. Madisha,23,76,Normal,0.00,0.00
J. Mousinho,32,68,Normal,525000.00,5000.00
N. Boogaard,31,68,Normal,600000.00,2000.00
G. Moncur,24,73,Normal,1200000.00,5000.00
M. Araz,24,74,Normal,1200000.00,6000.00
Nuno Tomás,22,71,Normal,950000.00,3000.00
G. Páez,28,68,Normal,925000.00,1000.00
G. Galitsios,31,68,Normal,575000.00,5000.00
F. Semb Berge,28,70,Normal,850000.00,2000.00
R. de la Fuente,27,69,Normal,825000.00,2000.00
M. Rodák,21,76,Lean,1000000.00,10000.00
S. Johnson,25,73,Normal,1200000.00,3000.00
Óscar,20,81,Normal,1700000.00,32000.00
J. Parr,29,68,Normal,675000.00,2000.00
L. Vido,21,82,Lean,2000000.00,9000.00
G. McCleary,31,68,Normal,775000.00,15000.00
L. MacLeod,24,72,Normal,1100000.00,14000.00
G. Dobson,20,76,Normal,1300000.00,3000.00
F. Aursnes,22,76,Lean,1300000.00,3000.00
Y. Boé-Kane,27,70,Lean,875000.00,3000.00
M. Vilotić,31,68,Normal,600000.00,6000.00
A. Androutsos,21,80,Lean,1600000.00,1000.00
Edgar,31,68,Lean,800000.00,3000.00
M. Smith,29,68,Normal,900000.00,5000.00
N. Bellomo,27,68,Normal,925000.00,2000.00
Toquero,33,68,Normal,550000.00,5000.00
J. Chabot,20,77,Lean,1200000.00,3000.00
L. Bertone,24,75,Normal,1200000.00,8000.00
M. Herrera,26,70,Normal,900000.00,7000.00
M. Clark,22,77,Normal,1200000.00,5000.00
A. Benedetti,26,69,Normal,850000.00,2000.00
E. Håland,17,85,Normal,1800000.00,2000.00
O. Buff,25,71,Lean,1100000.00,4000.00
K. Friesenbichler,24,72,Normal,1200000.00,7000.00
E. Kaş,26,69,Normal,850000.00,6000.00
D. Martínez,28,70,Normal,750000.00,1000.00
D. Post,29,68,Normal,700000.00,4000.00
L. Balbi,29,68,Normal,675000.00,3000.00
A. Jovanović,25,72,Normal,825000.00,6000.00
L. Lamprou,20,77,Lean,1400000.00,3000.00
J. Collins,23,73,Lean,1000000.00,4000.00
G. Vargas,34,68,Normal,475000.00,2000.00
A. Bonnet,31,68,Lean,775000.00,4000.00
R. Ruiter,31,68,Normal,550000.00,5000.00
P. Farkas,25,71,Normal,925000.00,12000.00
R. Grant,27,69,Normal,825000.00,4000.00
D. Ulvestad,29,68,Normal,700000.00,2000.00
Han Kyo Won,28,68,Normal,900000.00,5000.00
H. Marín,25,72,Normal,975000.00,12000.00
D. Dos Santos,21,73,Normal,1200000.00,3000.00
Kim Min Hyeok,26,71,Normal,925000.00,2000.00
M. Titsch Rivero,28,68,Lean,900000.00,4000.00
S. Maier,24,73,Normal,1200000.00,7000.00
A. Maund,27,69,Lean,850000.00,3000.00
A. Le Fondre,31,68,Normal,800000.00,5000.00
H. Eyjólfsson,27,69,Normal,0.00,0.00
L. Bacuna,26,69,Normal,1000000.00,13000.00
N. Röseler,26,70,Lean,900000.00,3000.00
B. Meccariello,27,70,Lean,875000.00,2000.00
Bai Jiajun,27,69,Lean,825000.00,6000.00
R. Glatzel,24,72,Normal,1200000.00,6000.00
C. Cortés,34,68,Lean,450000.00,2000.00
I. Jeraldino,22,75,Lean,1300000.00,2000.00
N. Dicko,26,71,Stocky,1100000.00,12000.00
F. Sbuttoni,29,68,Normal,700000.00,5000.00
I. Conté,22,76,Lean,1100000.00,3000.00
M. Bostwick,30,68,Stocky,675000.00,8000.00
A. Settembrini,26,69,Normal,1000000.00,2000.00
A. Modiba,22,76,Normal,0.00,0.00
K. Vollmann,24,71,Normal,1100000.00,3000.00
K. Przybyłko,25,73,Normal,1200000.00,4000.00
Mario Barco,25,73,Normal,1200000.00,5000.00
Y. Baraye,26,69,Lean,1100000.00,17000.00
O. Werner,33,68,Normal,450000.00,4000.00
R. Rotman,29,68,Lean,700000.00,6000.00
I. Poblete,23,76,Normal,1300000.00,2000.00
Javi Jiménez,22,78,Normal,1200000.00,3000.00
L. Gassama,28,68,Normal,700000.00,9000.00
S. Şahin-Radlinger,25,72,Normal,825000.00,9000.00
A. Miljković,28,68,Normal,700000.00,2000.00
M. Richards,30,68,Stocky,675000.00,8000.00
A. Kačaniklić,26,68,Lean,950000.00,10000.00
N. Marsman,27,70,Normal,725000.00,6000.00
D. Roßbach,25,70,Normal,900000.00,3000.00
Eduardo Henrique,23,75,Lean,1100000.00,3000.00
R. James,18,84,Stocky,1600000.00,8000.00
J. Mabokgwane,30,68,Normal,575000.00,1000.00
Y. Court,28,68,Normal,900000.00,4000.00
O. Duarte,22,77,Lean,1400000.00,2000.00
M. Turay,23,74,Normal,1200000.00,5000.00
D. Capelli,32,68,Normal,525000.00,2000.00
Bruno Perone,30,68,Lean,675000.00,4000.00
A. Merkel,26,70,Normal,1100000.00,4000.00
Ibson,34,68,Normal,270000.00,3000.00
J. Gamonal,28,70,Lean,750000.00,1000.00
K. Vacek,31,68,Lean,775000.00,6000.00
S. Fürstner,30,68,Lean,675000.00,3000.00
D. Bulthuis,28,68,Normal,725000.00,4000.00
M. Lais,27,70,Lean,875000.00,5000.00
B. Addae,25,72,Normal,1100000.00,2000.00
C. Bedia,22,74,Normal,1200000.00,6000.00
M. Vojvoda,23,73,Normal,1000000.00,4000.00
S. Iljutcenko,27,68,Lean,950000.00,4000.00
M. Pessina,21,82,Lean,1900000.00,8000.00
H. Calcaterra,29,68,Normal,0.00,0.00
F. Bednarek,25,71,Normal,800000.00,3000.00
D. Mitchell,21,81,Lean,1500000.00,24000.00
A. Salazar,25,72,Stocky,825000.00,3000.00
M. Pinto,34,68,Normal,375000.00,2000.00
D. Pudil,32,68,Normal,525000.00,10000.00
L. Castiglia,29,68,Lean,850000.00,2000.00
J. Pereyra Díaz,27,67,Normal,800000.00,7000.00
S. Marreh,22,74,Normal,925000.00,13000.00
A. Pizzorno,25,70,Normal,800000.00,2000.00
T. Blackett,24,70,Normal,800000.00,9000.00
Park Chu Young,32,67,Normal,600000.00,3000.00
Carbonell,20,75,Lean,1100000.00,2000.00
J. Holland,29,67,Lean,600000.00,4000.00
C. Râpă,28,67,Normal,600000.00,3000.00
D. Fällman,28,69,Normal,725000.00,2000.00
M. Perez,27,68,Normal,725000.00,3000.00
Y. Meité,22,72,Stocky,1000000.00,11000.00
A. Dej,26,70,Normal,925000.00,4000.00
A. Shinnie,28,67,Normal,775000.00,4000.00
J. Lotiès,33,67,Normal,300000.00,4000.00
D. Giraldo,26,69,Lean,750000.00,1000.00
I. Toney,22,77,Lean,1200000.00,4000.00
Choi Jae Hyeon,24,71,Normal,1000000.00,3000.00
S. van der Water,21,76,Normal,1200000.00,3000.00
J. Baxter,26,68,Normal,900000.00,6000.00
M. Pourié,27,67,Normal,825000.00,3000.00
J. Moore-Taylor,24,74,Normal,925000.00,5000.00
E. Zejnullahu,23,72,Lean,1000000.00,9000.00
G. Akkan,23,76,Normal,900000.00,3000.00
G. Saunders,29,67,Lean,600000.00,1000.00
M. Bjørnbak,26,71,Normal,825000.00,2000.00
H. Çinemre,24,74,Normal,925000.00,7000.00
M. James,24,71,Normal,0.00,0.00
R. Griffiths,30,67,Normal,575000.00,4000.00
Deng Xiaofei,35,67,Normal,180000.00,2000.00
M. Zúñiga,25,71,Normal,1000000.00,9000.00
A. Al Qarni,34,67,Normal,300000.00,9000.00
T. Lorch,24,69,Lean,950000.00,1000.00
N. Hammann,30,67,Normal,575000.00,5000.00
Catena,23,73,Lean,900000.00,3000.00
L. Marengo,26,67,Normal,825000.00,2000.00
L. Memela,30,67,Normal,725000.00,1000.00
T. Mikkelsen,31,67,Normal,675000.00,3000.00
M. Perrotta,24,74,Normal,925000.00,2000.00
E. Hyndman,22,76,Lean,1200000.00,16000.00
Mamadu Candé,26,67,Stocky,650000.00,2000.00
José Suárez,22,78,Normal,1000000.00,6000.00
T. Nara,24,72,Lean,875000.00,3000.00
N. Eardley,29,67,Normal,575000.00,7000.00
W. Moke,30,67,Lean,575000.00,6000.00
A. Davies,25,72,Normal,725000.00,3000.00
C. Lade,28,67,Normal,600000.00,3000.00
R. Feltscher,27,67,Stocky,625000.00,3000.00
E. Kujović,30,67,Normal,725000.00,11000.00
M. Chrapek,26,67,Normal,800000.00,3000.00
M. Kobylański,24,71,Lean,1000000.00,2000.00
B. Hines-Ike,23,73,Normal,900000.00,4000.00
A. Campbell,19,77,Normal,1000000.00,1000.00
S. Kaikai,22,73,Normal,1000000.00,14000.00
F. Onyedinma,21,75,Normal,1100000.00,4000.00
N. Aguerd,22,75,Lean,975000.00,4000.00
Wellington,30,67,Normal,725000.00,3000.00
F. Raičević,24,71,Normal,1000000.00,2000.00
M. Szwoch,25,71,Lean,975000.00,3000.00
M. Connolly,30,67,Lean,550000.00,13000.00
R. Le Normand,21,79,Normal,1200000.00,6000.00
W. Buckley,28,67,Lean,775000.00,4000.00
L. Vilsvik,29,67,Normal,575000.00,2000.00
J. Flanagan,25,71,Normal,825000.00,14000.00
V. Yurchenko,24,73,Lean,1000000.00,4000.00
A. Stephens,23,70,Normal,975000.00,2000.00
Héctor Verdés,34,67,Normal,230000.00,3000.00
C. Evans,29,67,Normal,750000.00,6000.00
M. Koch,23,73,Lean,900000.00,3000.00
Guruzeta,21,78,Lean,1300000.00,6000.00
J. Aja,25,70,Normal,800000.00,3000.00
Josema,22,75,Normal,975000.00,3000.00
Quini,28,67,Normal,600000.00,3000.00
D. Lovitz,26,68,Lean,725000.00,3000.00
José Kanté,27,67,Lean,825000.00,4000.00
H. Maïga,22,79,Normal,1200000.00,8000.00
M. Lumb,30,67,Lean,550000.00,4000.00
B. Koïta,24,71,Normal,1000000.00,6000.00
V. Eicher,27,69,Normal,625000.00,4000.00
F. Rodríguez,36,67,Normal,100000.00,6000.00
D. Lafferty,29,67,Lean,575000.00,5000.00
J. Newell,25,68,Lean,900000.00,11000.00
B. Romo,29,67,Stocky,600000.00,2000.00
T. Thiele,26,68,Normal,900000.00,3000.00
D. Mesenhöler,22,75,Normal,850000.00,2000.00
Tomás Nuninho,34,67,Normal,230000.00,6000.00
A. Saroka,26,70,Normal,975000.00,6000.00
M. Dreyer,29,68,Normal,600000.00,5000.00
Y. Toutouh,25,68,Lean,900000.00,5000.00
A. Vargas,29,67,Stocky,750000.00,1000.00
S. Ojo,21,79,Normal,1400000.00,22000.00
Ramon Lopes,28,67,Lean,800000.00,3000.00
G. Zarfino,26,68,Normal,875000.00,3000.00
N. Gerzić,34,67,Normal,375000.00,2000.00
M. Godden,26,67,Normal,825000.00,5000.00
Y. Tafer,27,67,Lean,800000.00,6000.00
A. Koura,25,71,Normal,1000000.00,3000.00
David Bruno,26,70,Normal,775000.00,2000.00
Fepe Avedo,30,67,Normal,500000.00,4000.00
F. Signorelli,27,67,Lean,775000.00,2000.00
J. Jørgensen,29,67,Lean,600000.00,2000.00
I. Chebake,28,67,Normal,600000.00,5000.00
M. Kenlock,21,78,Lean,1100000.00,3000.00
Mateus Tangil,30,67,Normal,500000.00,4000.00
Hwang Jin Sung,34,67,Normal,375000.00,3000.00
N. Maynard,31,67,Normal,675000.00,6000.00
L. Cháves,22,73,Normal,750000.00,3000.00
K. Paal,21,76,Normal,1000000.00,4000.00
M. Campos,24,71,Normal,1000000.00,2000.00
B. Hamer,30,67,Normal,500000.00,11000.00
A. Jung,26,68,Normal,725000.00,8000.00
C. Morgan,33,67,Normal,300000.00,4000.00
Y. Konno,35,67,Normal,180000.00,3000.00
P. Pellegri,17,88,Normal,1700000.00,11000.00
F. Andriatsima,34,67,Lean,400000.00,3000.00
E. Soriano,29,67,Stocky,750000.00,3000.00
N. Poulsen,24,71,Lean,975000.00,4000.00
A. Ba,24,70,Stocky,825000.00,2000.00
L. Šimić,21,76,Normal,1000000.00,7000.00
M. Baudry,30,67,Normal,575000.00,5000.00
M. Tandjigora,28,67,Normal,625000.00,3000.00
D. Mendoza,25,69,Normal,950000.00,6000.00
Ren Hang,29,67,Normal,600000.00,5000.00
Caro,24,73,Normal,750000.00,4000.00
R. Koike,22,70,Lean,800000.00,3000.00
J. Nikolaou,24,72,Normal,875000.00,5000.00
Cristian Rivero,20,79,Lean,1100000.00,5000.00
F. Amuzu,18,81,Normal,1600000.00,3000.00
V. Lundberg,27,68,Lean,900000.00,2000.00
Yago,22,74,Normal,925000.00,6000.00
Traeira Lopes,26,67,Normal,525000.00,4000.00
C. Grindheim,34,67,Normal,375000.00,2000.00
M. Álvarez,26,68,Stocky,900000.00,2000.00
D. Malone,29,67,Normal,600000.00,3000.00
A. Gasbarro,23,72,Normal,850000.00,1000.00
S. May,25,70,Normal,975000.00,3000.00
Miguel Flaño,33,67,Normal,300000.00,4000.00
B. Thompson,22,74,Stocky,1100000.00,5000.00
Paulo Henrique,20,74,Lean,1100000.00,3000.00
Marcelo Djaló,24,72,Normal,875000.00,13000.00
A. Seydel,22,76,Normal,1200000.00,9000.00
A. Al Fraidi,30,67,Normal,725000.00,12000.00
J. Wójcicki,29,67,Normal,575000.00,4000.00
C. Hountondji,24,72,Lean,875000.00,2000.00
I. Mhirsi,24,73,Normal,1000000.00,2000.00
Ji Xiang,28,67,Normal,600000.00,7000.00
J. Young,32,67,Stocky,450000.00,2000.00
Welliton Helmes,30,67,Lean,725000.00,9000.00
E. Grezda,23,74,Lean,1100000.00,15000.00
S. Mielitz,28,68,Normal,625000.00,4000.00
P. Riese,28,67,Normal,625000.00,3000.00
N. Körber,21,79,Normal,1100000.00,4000.00
A. Rodriguez,25,67,Normal,825000.00,1000.00
A. Calisir,28,69,Normal,725000.00,2000.00
R. Torres,26,68,Normal,900000.00,1000.00
R. McKenzie,24,70,Normal,975000.00,3000.00
D. Iorfa,23,71,Lean,825000.00,16000.00
L. Rosseti,23,74,Lean,1100000.00,2000.00
Dani Ojeda,23,72,Lean,1000000.00,8000.00
M. Preston,23,70,Stocky,825000.00,5000.00
Josan,28,67,Normal,775000.00,3000.00
P. Dahlberg,19,80,Normal,1100000.00,4000.00
Kim Ho Jun,34,67,Normal,300000.00,2000.00
A. Calello,31,67,Normal,525000.00,5000.00
J. Sims,21,77,Lean,1200000.00,12000.00
B. Borrello,22,73,Normal,1000000.00,7000.00
T. Andreu,30,67,Normal,725000.00,4000.00
J. Hendry,23,74,Lean,925000.00,13000.00
O. Albornoz,22,76,Lean,1000000.00,1000.00
M. Thiam,23,76,Normal,1200000.00,4000.00
B. Djimsiti,25,74,Lean,900000.00,8000.00
Y. Regäsel,22,74,Lean,900000.00,3000.00
Jo Young Cheol,29,67,Normal,750000.00,3000.00
L. Kassi,23,71,Normal,1000000.00,2000.00
A. Mowatt,23,75,Normal,1100000.00,4000.00
H. Rivera,24,70,Normal,975000.00,1000.00
André Claro,27,67,Lean,800000.00,3000.00
Felipe Saad,34,67,Normal,230000.00,3000.00
Asdrúbal,27,68,Stocky,900000.00,4000.00
S. Nieuwpoort,25,70,Normal,800000.00,3000.00
Clemente,34,67,Lean,400000.00,3000.00
Luan Peres,23,72,Lean,875000.00,6000.00
A. Lioi,21,79,Normal,1400000.00,4000.00
M. López,27,70,Normal,775000.00,3000.00
E. Vega,28,68,Stocky,0.00,0.00
A. Messaoud,27,67,Normal,800000.00,3000.00
L. Silva,29,67,Normal,750000.00,3000.00
J. Højbjerg,23,76,Normal,900000.00,2000.00
J. Delgado,25,69,Normal,925000.00,3000.00
M. Schwäbe,23,73,Normal,750000.00,6000.00
Kwon Kyung Won,26,71,Normal,825000.00,7000.00
M. Zetterer,22,75,Stocky,850000.00,5000.00
Fred Soidares,34,67,Lean,220000.00,7000.00
L. Menalo,21,75,Lean,1100000.00,1000.00
Juan Muñiz,26,68,Normal,900000.00,4000.00
Kike Márquez,28,67,Normal,775000.00,3000.00
P. Netzer,32,67,Normal,450000.00,5000.00
S. Skarlatidis,27,67,Normal,800000.00,3000.00
L. Owona,27,69,Lean,750000.00,3000.00
J. Samuelsen,33,67,Normal,450000.00,2000.00
J. Cummings,22,75,Normal,1100000.00,15000.00
R. Preißinger,21,75,Normal,975000.00,4000.00
S. Pettinari,26,68,Lean,900000.00,2000.00
N. Dams,28,67,Normal,625000.00,3000.00
B. Edomwonyi,23,74,Normal,1100000.00,6000.00
R. Naranjo,38,67,Normal,50000.00,1000.00
J. Tinhan,29,67,Lean,750000.00,4000.00
H. Mizumoto,32,67,Normal,450000.00,4000.00
A. Brosque,34,67,Lean,375000.00,4000.00
S. Becker,23,73,Stocky,1000000.00,3000.00
Yu Rui,25,71,Normal,825000.00,4000.00
P. Senderos,33,67,Normal,300000.00,3000.00
F. Rodríguez,31,67,Normal,525000.00,1000.00
H. Sato,36,67,Normal,270000.00,3000.00
R. Matthews,24,75,Lean,850000.00,6000.00
T. Bishop,21,77,Normal,1200000.00,3000.00
Lluis López,21,77,Normal,1100000.00,6000.00
S. McLaughlin,28,67,Lean,775000.00,4000.00
E. Aguilar,26,68,Normal,875000.00,2000.00
M. Asselah,31,67,Normal,475000.00,4000.00
A. Dembélé,30,67,Normal,700000.00,3000.00
Breno Laranjeiro,30,67,Lean,725000.00,7000.00
J. Nietfeld,24,73,Normal,1100000.00,4000.00
A. Šemper,20,80,Normal,1200000.00,3000.00
T. Hájek,26,69,Normal,775000.00,1000.00
Dani Rodríguez,30,67,Normal,700000.00,4000.00
M. Deplagne,26,68,Normal,725000.00,3000.00
G. Díaz,28,67,Normal,775000.00,5000.00
C. Brunner,24,73,Lean,875000.00,4000.00
P. Lipski,24,73,Lean,1000000.00,3000.00
André Ferreira,22,75,Lean,850000.00,3000.00
A. Ribera,22,72,Lean,0.00,0.00
Assis,28,67,Normal,525000.00,3000.00
G. Hernández,25,72,Normal,1000000.00,12000.00
J. Pineda,29,67,Lean,750000.00,2000.00
M. Donoso,31,67,Stocky,675000.00,2000.00
L. Zander,22,74,Lean,900000.00,7000.00
Curro Sánchez,22,74,Normal,1100000.00,5000.00
Santamaría,33,67,Lean,375000.00,6000.00
Z. Dedič,33,67,Normal,475000.00,5000.00
C. Vargas,28,69,Normal,650000.00,2000.00
Akieme,20,72,Normal,850000.00,4000.00
Tete Morente,21,79,Normal,1400000.00,3000.00
Shin Hyung Min,31,67,Normal,675000.00,4000.00
N. Yennaris,25,70,Normal,950000.00,13000.00
P. van Ooijen,26,69,Lean,900000.00,3000.00
G. Cvijanović,31,67,Normal,675000.00,2000.00
T. Taguchi,27,68,Lean,850000.00,3000.00
M. Saunier,28,67,Lean,625000.00,3000.00
L. Parunashvili,25,72,Normal,850000.00,3000.00
R. Acquafresca,30,67,Lean,725000.00,11000.00
C. Tabó,24,69,Normal,950000.00,3000.00
Claytisco Branco,34,67,Lean,220000.00,6000.00
S. Nijland,29,67,Normal,750000.00,3000.00
J. Guthrie,25,68,Normal,750000.00,3000.00
J. Fernández,23,75,Normal,975000.00,2000.00
R. Crivello,26,67,Normal,650000.00,2000.00
T. Ayasse,31,67,Normal,525000.00,3000.00
D. Zúñiga,21,78,Lean,1100000.00,1000.00
L. Załuska,36,67,Normal,100000.00,1000.00
R. Vasilev,27,67,Lean,0.00,0.00
M. Schmerböck,24,73,Normal,1100000.00,5000.00
Y. Abe,36,67,Lean,100000.00,3000.00
J. Ruiz,20,79,Lean,1200000.00,2000.00
M. Bravo,31,67,Normal,675000.00,6000.00
Augusto,30,67,Normal,575000.00,3000.00
A. Maxsø,24,73,Normal,900000.00,4000.00
D. Vergara,21,78,Normal,1300000.00,1000.00
Park Dong Jin,23,73,Lean,900000.00,2000.00
A. Maksimenko,20,80,Normal,1200000.00,1000.00
M. Vrushaj,19,80,Lean,1400000.00,1000.00
L. Garbutt,25,71,Normal,825000.00,4000.00
G. Munari,35,67,Normal,325000.00,10000.00
C. Burke,26,68,Normal,900000.00,3000.00
Rudy,29,67,Lean,750000.00,1000.00
S. Knežević,21,79,Normal,1200000.00,4000.00
M. Heider,32,67,Normal,600000.00,2000.00
L. Gutiérrez,33,67,Normal,0.00,0.00
J. Alnwick,25,72,Normal,725000.00,11000.00
S. O'Donnell,26,70,Normal,775000.00,3000.00
S. Edera,21,77,Lean,1200000.00,11000.00
A. Arellano,23,73,Lean,900000.00,3000.00
G. Hupperts,26,68,Normal,900000.00,5000.00
L. Isgrove,25,70,Normal,950000.00,4000.00
M. Lampson,28,69,Normal,650000.00,2000.00
R. Di Gennaro,24,70,Lean,675000.00,11000.00
Melvin Regalito,26,67,Normal,825000.00,5000.00
L. Akins,29,67,Normal,750000.00,5000.00
J. Valencia,26,69,Stocky,925000.00,5000.00
L. Ayçiçek,24,72,Normal,1000000.00,3000.00
E. Albín,29,67,Normal,575000.00,4000.00
M. Troiano,33,67,Normal,450000.00,2000.00
F. Escobar,23,73,Normal,900000.00,2000.00
N. Linares,22,77,Normal,1100000.00,4000.00
J. Ávila,26,69,Normal,775000.00,2000.00
Nuno Valente,26,68,Normal,875000.00,3000.00
R. Baku,20,82,Normal,1700000.00,7000.00
Samu,22,73,Normal,1000000.00,3000.00
D. Vicencio,25,71,Stocky,825000.00,2000.00
C. Shields,27,69,Lean,750000.00,1000.00
Choi Sung Keun,26,68,Lean,875000.00,3000.00
O. Sow,28,67,Lean,800000.00,7000.00
L. Orejuela,22,73,Normal,875000.00,5000.00
S. Leuko,24,72,Normal,850000.00,3000.00
D. Goutas,24,72,Normal,875000.00,3000.00
Wilsson Rosito,34,67,Lean,375000.00,7000.00
D. Rigo,19,80,Lean,1400000.00,3000.00
A. Bastoni,19,87,Lean,1500000.00,7000.00
S. Eastwood,29,69,Normal,625000.00,4000.00
T. Boyd,27,67,Stocky,825000.00,8000.00
F. Nájera,34,67,Normal,230000.00,1000.00
Jairo,24,70,Lean,975000.00,8000.00
D. Milinković,24,73,Normal,1000000.00,8000.00
F. Ayé,21,74,Lean,1100000.00,2000.00
J. Vachoux,23,75,Normal,850000.00,2000.00
N. Bajrami,19,82,Lean,1600000.00,3000.00
P. Mandanda,28,68,Stocky,625000.00,4000.00
M. Đurić,28,67,Normal,800000.00,2000.00
Éverton Luiz,30,67,Stocky,575000.00,5000.00
Puertas,26,68,Normal,900000.00,4000.00
J. Duverne,20,77,Lean,1100000.00,3000.00
G. Dicker,31,67,Normal,525000.00,3000.00
G. Massey,25,68,Lean,900000.00,16000.00
N. Stefanelli,24,74,Stocky,1100000.00,3000.00
J. Andrada,23,75,Normal,975000.00,4000.00
R. Zhemaletdinov,21,77,Lean,1300000.00,1000.00
L. Sercombe,28,67,Lean,750000.00,4000.00
D. De Belder,26,69,Normal,925000.00,6000.00
J. Kubicki,22,73,Normal,1000000.00,3000.00
J. Rasmussen,21,78,Lean,1200000.00,3000.00
Y. Ramadani,22,74,Normal,925000.00,3000.00
E. Akichi,28,68,Lean,700000.00,3000.00
C. Chiricò,26,67,Normal,825000.00,2000.00
H. Sacko,24,71,Normal,1000000.00,12000.00
Chris Farminhão,34,67,Normal,230000.00,9000.00
D. Keita-Ruel,28,67,Normal,800000.00,4000.00
P. Zulu,25,68,Normal,900000.00,1000.00
H. Bahebri,25,68,Normal,900000.00,10000.00
C. Arias,30,67,Normal,725000.00,1000.00
Jeong Woo Jae,26,68,Normal,900000.00,2000.00
W. Dammers,23,70,Normal,825000.00,3000.00
K. Kotsaris,21,77,Normal,950000.00,1000.00
M. Poletanović,24,73,Lean,900000.00,3000.00
J. Hopcutt,26,70,Normal,975000.00,3000.00
P. Małecki,29,67,Stocky,750000.00,3000.00
B. Mitrev,31,67,Normal,0.00,0.00
Qin Sheng,31,67,Normal,525000.00,5000.00
Marco Soares,34,67,Normal,230000.00,4000.00
Romário,32,67,Normal,575000.00,2000.00
Pedro Trigueira,30,68,Normal,575000.00,2000.00
A. Hrustić,21,75,Normal,1100000.00,3000.00
U. Segura,25,70,Normal,950000.00,3000.00
J. Billong,24,71,Stocky,850000.00,2000.00
L. Arias,33,67,Stocky,475000.00,1000.00
K. Arkivuo,35,67,Normal,160000.00,1000.00
S. Palombi,22,76,Normal,1200000.00,13000.00
G. Maggiore,20,83,Lean,1700000.00,1000.00
M. Konrad,30,67,Normal,575000.00,3000.00
Zheng Long,30,67,Normal,725000.00,7000.00
A. Lazaar,26,68,Lean,725000.00,13000.00
J. Donachie,25,69,Normal,775000.00,3000.00
J. Bizama,24,74,Normal,900000.00,2000.00
A. Rossi,21,77,Normal,1300000.00,12000.00
Nolaskoain,19,78,Normal,1100000.00,3000.00
H. Singh,27,67,Normal,775000.00,2000.00
João Carlos,23,71,Stocky,1000000.00,3000.00
J. Nation,28,68,Normal,700000.00,2000.00
S. Kulovits,35,67,Lean,180000.00,2000.00
T. Grøgaard,24,74,Lean,900000.00,2000.00
R. Williams,24,70,Normal,975000.00,10000.00
F. Miguel,21,76,Lean,1000000.00,4000.00
M. Bukata,24,70,Lean,950000.00,2000.00
K. Broll,22,74,Normal,800000.00,1000.00
M. Jiménez,28,69,Normal,650000.00,10000.00
K. Nagai,29,67,Lean,750000.00,5000.00
C. Philipps,24,73,Normal,900000.00,3000.00
M. Sadler,33,67,Normal,300000.00,4000.00
F. Centonze,22,75,Lean,950000.00,3000.00
J. Ligali,27,71,Stocky,675000.00,6000.00
A. Sánchez,31,67,Normal,475000.00,3000.00
A. Nalini,28,67,Normal,775000.00,2000.00
Zheng Zheng,28,67,Normal,600000.00,6000.00
Héctor Rodas,30,67,Normal,575000.00,3000.00
D. Høegh,27,68,Normal,725000.00,3000.00
C. Martschinko,24,72,Normal,850000.00,5000.00
F. Micolta,28,67,Normal,800000.00,4000.00
J. Piotrowski,20,77,Normal,1200000.00,4000.00
M. Carretta,27,67,Normal,800000.00,2000.00
J. Skalák,26,68,Stocky,900000.00,5000.00
L. Lindsay,22,77,Normal,1100000.00,4000.00
V. Hoff,22,75,Lean,1100000.00,2000.00
M. Zaccagni,23,75,Lean,1100000.00,2000.00
R. Vera,35,67,Normal,180000.00,4000.00
J. Riedel,26,69,Lean,775000.00,2000.00
T. Yalçıner,31,67,Normal,525000.00,5000.00
B. De Alba,25,72,Lean,1000000.00,1000.00
A. Nouri,28,67,Normal,600000.00,2000.00
C. Gartner,24,71,Normal,975000.00,3000.00
T. Geyer,27,67,Lean,650000.00,1000.00
L. Domínguez,28,68,Normal,700000.00,2000.00
Naldo,28,67,Lean,625000.00,7000.00
L. Kelly,19,83,Lean,1500000.00,5000.00
S. Whalley,30,67,Normal,725000.00,4000.00
K. Anzai,23,74,Lean,900000.00,4000.00
C. Pontius,30,67,Normal,725000.00,3000.00
